Scheme Code,Scheme Name,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,Net Asset Value,Repurchase Price,Sale Price,Date
112468,L&T Liquid Fund - Regular Weekly Dividend,,INF917K01BE5,1199.9526,1199.9526,1199.9526,2013-01-19
120102,DHFL Pramerica Liquid Fund - Direct Plan-Daily Dividend Option,,INF663L01633,1000.2480,1000.2480,1000.2480,2013-01-19
120104,DHFL Pramerica Liquid Fund - Direct Plan-Growth Option,INF663L01625,,1231.4891,1231.4891,1231.4891,2013-01-19
120106,DHFL Pramerica Liquid Fund - Direct Plan-Weekly Dividend - Option,,INF663L01641,1000.9620,1000.9620,1000.9620,2013-01-19
113184,DHFL Pramerica Liquid Fund - Dividend Option - Daily,,INF663L01088,1000.2500,1000.2500,1000.2500,2013-01-19
113187,DHFL Pramerica Liquid Fund - Dividend Option - Fortnightly,INF663L01120,INF663L01104,1001.9175,1001.9175,1001.9175,2013-01-19
113186,DHFL Pramerica Liquid Fund - Dividend Option - Monthly,INF663L01138,INF663L01112,1005.6409,1005.6409,1005.6409,2013-01-19
113183,DHFL Pramerica Liquid Fund - Growth Option,INF663L01070,,1231.4452,1231.4452,1231.4452,2013-01-19
113185,DHFL Pramerica Liquid Fund -Dividend Option- Weekly,,INF663L01096,1000.9507,1000.9507,1000.9507,2013-01-19
119356,PineBridge India Liquid Fund- Direct Plan- Bonus Option,INF178L01AW6,,1017.0977,1017.0977,1017.0977,2013-01-19
119355,PineBridge India Liquid Fund- Direct Plan- Daily Dividend Option,,INF178L01AV8,1001.0000,1001.0000,1001.0000,2013-01-19
119360,PineBridge India Liquid Fund- Direct Plan- Growth Option,INF178L01AP0,,1462.8008,1462.8008,1462.8008,2013-01-19
119359,PineBridge India Liquid Fund- Direct Plan- Monthly Dividend Option,INF178L01AR6,INF178L01AQ8,1005.9827,1005.9827,1005.9827,2013-01-19
119357,PineBridge India Liquid Fund- Direct Plan- Quarterly Dividend Option,INF178L01AT2,INF178L01AS4,1004.9667,1004.9667,1004.9667,2013-01-19
119358,PineBridge India Liquid Fund- Direct Plan- Weekly Dividend Option,,INF178L01AU0,1003.2481,1003.2481,1003.2481,2013-01-19
106518,PineBridge India Liquid Fund- Standard Plan-Bonus Option,,INF178L01707,1017.0855,1017.0855,1017.0855,2013-01-19
106513,PineBridge India Liquid Fund- Standard Plan-Daily Dividend Option,,INF178L01699,1001.0000,1001.0000,1001.0000,2013-01-19
106508,PineBridge India Liquid Fund- Standard Plan-Growth Option,INF178L01715,,1462.7949,1462.7949,1462.7949,2013-01-19
106519,PineBridge India Liquid Fund- Standard Plan-Monthly Dividend Option,INF178L01723,INF178L01731,1005.9708,1005.9708,1005.9708,2013-01-19
